[2026-05-05 19:07:49] STATUS: SPOOFING_ALERT | TRUST: 20% | RSSI: -11.14 dB
[2026-05-06 01:15:56] STATUS: INTRUSION_ALERT | TRUST: 28.666666666666668% | RSSI: -39.22 dB
[2026-05-06 01:15:59] STATUS: INTRUSION_ALERT | TRUST: 31.0% | RSSI: -36.94 dB
[2026-05-06 01:16:02] STATUS: INTRUSION_ALERT | TRUST: 28.166666666666668% | RSSI: -10.92 dB
[2026-05-06 01:16:04] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -40.97 dB
[2026-05-06 01:16:07] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -17.67 dB
[2026-05-06 01:16:10] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -46.49 dB
[2026-05-06 01:16:13] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -45.52 dB
[2026-05-06 01:16:15] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -50.53 dB
[2026-05-06 01:16:18] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -51.30 dB
[2026-05-06 01:16:21] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -43.16 dB
[2026-05-06 01:16:23] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -39.57 dB
[2026-05-06 01:16:26] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -49.47 dB
[2026-05-06 01:16:29] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -45.35 dB
[2026-05-06 01:16:32] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -42.70 dB
[2026-05-06 01:16:34] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -57.13 dB
[2026-05-06 01:16:37] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -50.03 dB
[2026-05-06 01:16:40] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -53.12 dB
[2026-05-06 01:16:43] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -55.48 dB
[2026-05-06 01:16:45] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -12.84 dB
[2026-05-06 01:16:48] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -46.65 dB
[2026-05-06 01:16:51] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -44.69 dB
[2026-05-06 01:16:54] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -46.98 dB
[2026-05-06 01:16:56] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -19.84 dB
[2026-05-06 01:17:00] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -48.51 dB
[2026-05-06 01:17:03] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -10.95 dB
[2026-05-06 01:17:06] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -47.80 dB
[2026-05-06 01:17:09] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -36.89 dB
[2026-05-06 01:17:12] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -14.12 dB
[2026-05-06 01:17:15] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -38.68 dB
[2026-05-06 01:17:18] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -44.74 dB
[2026-05-06 01:17:22] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -41.47 dB
[2026-05-06 01:17:25] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -18.34 dB
[2026-05-06 01:17:28] STATUS: INTRUSION_ALERT | TRUST: 21.333333333333332% | RSSI: -18.45 dB
[2026-05-06 01:17:31] STATUS: INTRUSION_ALERT | TRUST: 21.333333333333332% | RSSI: -47.81 dB
[2026-05-06 01:17:35] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -39.72 dB
[2026-05-06 01:17:38] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -48.20 dB
[2026-05-06 01:17:41] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -47.06 dB
[2026-05-06 01:17:44] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -51.95 dB
[2026-05-06 01:17:48] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -41.40 dB
[2026-05-06 01:17:51] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -39.74 dB
[2026-05-06 01:17:54] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -48.27 dB
[2026-05-06 01:17:57] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -49.57 dB
[2026-05-06 01:18:01] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -47.06 dB
[2026-05-06 01:18:04] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -51.80 dB
[2026-05-06 01:18:07] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -52.91 dB
[2026-05-06 01:18:10] STATUS: INTRUSION_ALERT | TRUST: 35.5% | RSSI: -36.60 dB
[2026-05-06 01:18:14] STATUS: INTRUSION_ALERT | TRUST: 33.833333333333336% | RSSI: -33.74 dB
[2026-05-06 01:18:17] STATUS: INTRUSION_ALERT | TRUST: 33.833333333333336% | RSSI: -43.35 dB
[2026-05-06 01:18:20] STATUS: INTRUSION_ALERT | TRUST: 33.833333333333336% | RSSI: -43.35 dB
[2026-05-06 01:18:23] STATUS: INTRUSION_ALERT | TRUST: 31.0% | RSSI: -16.64 dB
[2026-05-06 01:18:26] STATUS: INTRUSION_ALERT | TRUST: 31.0% | RSSI: -45.50 dB
[2026-05-06 01:18:30] STATUS: INTRUSION_ALERT | TRUST: 28.166666666666668% | RSSI: -14.21 dB
[2026-05-06 01:18:33] STATUS: INTRUSION_ALERT | TRUST: 25.333333333333332% | RSSI: -13.68 dB
[2026-05-06 01:18:36] STATUS: INTRUSION_ALERT | TRUST: 25.333333333333332% | RSSI: -44.06 dB
[2026-05-06 01:18:39] STATUS: INTRUSION_ALERT | TRUST: 25.333333333333332% | RSSI: -43.18 dB
[2026-05-06 01:18:43] STATUS: INTRUSION_ALERT | TRUST: 25.333333333333332% | RSSI: -49.96 dB
[2026-05-06 01:18:46] STATUS: INTRUSION_ALERT | TRUST: 25.333333333333332% | RSSI: -43.88 dB
[2026-05-06 01:18:49] STATUS: INTRUSION_ALERT | TRUST: 25.833333333333332% | RSSI: -53.80 dB
[2026-05-06 01:18:53] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -55.96 dB
[2026-05-06 01:18:56] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -43.12 dB
[2026-05-06 01:18:59] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -11.84 dB
[2026-05-06 01:19:02] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -15.16 dB
[2026-05-06 01:19:06] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -48.76 dB
[2026-05-06 01:19:09] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -44.88 dB
[2026-05-06 01:19:12] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -44.72 dB
[2026-05-06 01:19:15] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -47.79 dB
[2026-05-06 01:19:18] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -9.37 dB
[2026-05-06 01:19:22] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -39.77 dB
[2026-05-06 01:19:25] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -40.14 dB
[2026-05-06 01:19:28] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -47.31 dB
[2026-05-06 01:19:31] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -40.69 dB
[2026-05-06 01:19:35] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -46.02 dB
[2026-05-06 01:19:38] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -44.76 dB
[2026-05-06 01:19:41] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -16.28 dB
[2026-05-06 01:19:44] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -48.27 dB
[2026-05-06 01:19:47] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -39.54 dB
[2026-05-06 01:19:50] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -41.22 dB
[2026-05-06 01:19:54] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -45.54 dB
[2026-05-06 01:19:57] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -45.79 dB
[2026-05-06 01:20:01] STATUS: INTRUSION_ALERT | TRUST: 32.666666666666664% | RSSI: -37.18 dB
[2026-05-06 01:20:09] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -20.51 dB
[2026-05-06 01:20:12] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -11.60 dB
[2026-05-06 01:20:15] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -43.16 dB
[2026-05-06 01:20:18] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -11.56 dB
[2026-05-06 01:20:22] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -54.31 dB
[2026-05-06 01:20:25] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -12.05 dB
[2026-05-06 01:20:29] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -52.50 dB
[2026-05-06 01:20:32] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -50.84 dB
[2026-05-06 01:20:35] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -49.94 dB
[2026-05-06 01:20:38] STATUS: INTRUSION_ALERT | TRUST: 22.5% | RSSI: -32.52 dB
[2026-05-06 01:20:42] STATUS: INTRUSION_ALERT | TRUST: 19.666666666666668% | RSSI: -7.22 dB
[2026-05-06 01:20:45] STATUS: INTRUSION_ALERT | TRUST: 19.666666666666668% | RSSI: -36.14 dB
[2026-05-06 01:20:48] STATUS: INTRUSION_ALERT | TRUST: 19.666666666666668% | RSSI: -9.15 dB
[2026-05-06 01:20:51] STATUS: INTRUSION_ALERT | TRUST: 22.5% | RSSI: -45.69 dB
[2026-05-06 01:20:55] STATUS: INTRUSION_ALERT | TRUST: 22.5% | RSSI: -42.11 dB
[2026-05-06 01:20:58] STATUS: INTRUSION_ALERT | TRUST: 25.333333333333332% | RSSI: -41.73 dB
[2026-05-06 01:21:01] STATUS: INTRUSION_ALERT | TRUST: 22.5% | RSSI: -9.06 dB
[2026-05-06 01:21:04] STATUS: INTRUSION_ALERT | TRUST: 22.5% | RSSI: -13.26 dB
[2026-05-06 01:21:07] STATUS: INTRUSION_ALERT | TRUST: 19.666666666666668% | RSSI: -23.07 dB
[2026-05-06 01:21:10] STATUS: INTRUSION_ALERT | TRUST: 19.666666666666668% | RSSI: -45.66 dB
[2026-05-06 01:21:13] STATUS: INTRUSION_ALERT | TRUST: 18.0% | RSSI: -31.26 dB
[2026-05-06 01:21:17] STATUS: INTRUSION_ALERT | TRUST: 19.666666666666668% | RSSI: -41.42 dB
[2026-05-06 01:21:20] STATUS: INTRUSION_ALERT | TRUST: 22.5% | RSSI: -52.26 dB
[2026-05-06 01:21:24] STATUS: INTRUSION_ALERT | TRUST: 23.0% | RSSI: -39.04 dB
[2026-05-06 01:21:27] STATUS: INTRUSION_ALERT | TRUST: 23.0% | RSSI: -20.39 dB
[2026-05-06 01:21:30] STATUS: INTRUSION_ALERT | TRUST: 23.0% | RSSI: -37.55 dB
[2026-05-06 01:21:34] STATUS: INTRUSION_ALERT | TRUST: 20.166666666666668% | RSSI: -7.68 dB
[2026-05-06 01:21:37] STATUS: INTRUSION_ALERT | TRUST: 19.666666666666668% | RSSI: -36.98 dB
[2026-05-06 01:21:40] STATUS: INTRUSION_ALERT | TRUST: 22.5% | RSSI: -43.49 dB
[2026-05-06 01:21:44] STATUS: INTRUSION_ALERT | TRUST: 25.333333333333332% | RSSI: -51.74 dB
[2026-05-06 01:21:47] STATUS: INTRUSION_ALERT | TRUST: 25.333333333333332% | RSSI: -16.84 dB
[2026-05-06 01:21:50] STATUS: INTRUSION_ALERT | TRUST: 25.333333333333332% | RSSI: -45.11 dB
[2026-05-06 01:21:54] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -12.56 dB
[2026-05-06 01:21:57] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -41.80 dB
[2026-05-06 01:22:00] STATUS: INTRUSION_ALERT | TRUST: 21.333333333333332% | RSSI: -8.85 dB
[2026-05-06 01:22:03] STATUS: INTRUSION_ALERT | TRUST: 18.5% | RSSI: -9.36 dB
[2026-05-06 01:22:07] STATUS: INTRUSION_ALERT | TRUST: 21.333333333333332% | RSSI: -40.98 dB
[2026-05-06 01:22:10] STATUS: INTRUSION_ALERT | TRUST: 21.333333333333332% | RSSI: -43.63 dB
[2026-05-06 01:22:13] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -55.46 dB
[2026-05-06 01:22:16] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -47.82 dB
[2026-05-06 01:22:20] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -56.02 dB
[2026-05-06 01:22:23] STATUS: INTRUSION_ALERT | TRUST: 21.833333333333332% | RSSI: -10.90 dB
[2026-05-06 01:22:26] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -40.82 dB
[2026-05-06 01:22:29] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -46.58 dB
[2026-05-06 01:22:33] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -14.15 dB
[2026-05-06 01:22:36] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -49.96 dB
[2026-05-06 01:22:39] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -43.72 dB
[2026-05-06 01:22:43] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -48.50 dB
[2026-05-06 01:22:46] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -18.07 dB
[2026-05-06 01:22:49] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -41.11 dB
[2026-05-06 01:22:53] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -11.44 dB
[2026-05-06 01:22:56] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -41.12 dB
[2026-05-06 01:22:59] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -43.42 dB
[2026-05-06 01:23:03] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -48.90 dB
[2026-05-06 01:23:06] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -36.34 dB
[2026-05-06 01:23:09] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -49.75 dB
[2026-05-06 01:23:12] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -53.48 dB
[2026-05-06 01:23:16] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -43.63 dB
[2026-05-06 01:23:19] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -48.84 dB
[2026-05-06 01:23:22] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -53.15 dB
[2026-05-06 01:23:26] STATUS: INTRUSION_ALERT | TRUST: 32.666666666666664% | RSSI: -46.36 dB
[2026-05-06 01:23:29] STATUS: INTRUSION_ALERT | TRUST: 32.666666666666664% | RSSI: -46.65 dB
[2026-05-06 01:23:32] STATUS: INTRUSION_ALERT | TRUST: 35.5% | RSSI: -47.19 dB
[2026-05-06 01:23:36] STATUS: INTRUSION_ALERT | TRUST: 32.666666666666664% | RSSI: -16.81 dB
[2026-05-06 01:23:39] STATUS: INTRUSION_ALERT | TRUST: 32.666666666666664% | RSSI: -37.87 dB
[2026-05-06 01:23:42] STATUS: INTRUSION_ALERT | TRUST: 32.666666666666664% | RSSI: -42.82 dB
[2026-05-06 01:23:45] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -52.27 dB
[2026-05-06 01:23:49] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -43.18 dB
[2026-05-06 01:23:52] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -45.58 dB
[2026-05-06 01:23:55] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -44.04 dB
[2026-05-06 01:23:58] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -48.35 dB
[2026-05-06 01:24:01] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -42.69 dB
[2026-05-06 01:24:05] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -51.13 dB
[2026-05-06 01:24:08] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -50.46 dB
[2026-05-06 01:24:11] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -42.52 dB
[2026-05-06 01:24:15] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -38.26 dB
[2026-05-06 01:24:18] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -44.78 dB
[2026-05-06 01:24:21] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -41.57 dB
[2026-05-06 01:24:24] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -40.48 dB
[2026-05-06 01:24:28] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -6.40 dB
[2026-05-06 01:24:31] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -45.44 dB
[2026-05-06 01:24:34] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -17.28 dB
[2026-05-06 01:24:43] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -47.39 dB
[2026-05-06 01:24:46] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -54.44 dB
[2026-05-06 01:24:49] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -60.56 dB
[2026-05-06 01:28:51] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -10.35 dB
[2026-05-06 07:12:03] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -45.21 dB
[2026-05-06 07:12:05] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -44.09 dB
[2026-05-06 07:12:08] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -15.51 dB
[2026-05-06 07:12:10] STATUS: INTRUSION_ALERT | TRUST: 21.833333333333332% | RSSI: -13.37 dB
[2026-05-06 07:12:12] STATUS: INTRUSION_ALERT | TRUST: 19.0% | RSSI: -16.45 dB
[2026-05-06 07:12:14] STATUS: INTRUSION_ALERT | TRUST: 19.0% | RSSI: -8.36 dB
[2026-05-06 07:12:19] STATUS: INTRUSION_ALERT | TRUST: 19.0% | RSSI: -44.83 dB
[2026-05-06 07:12:24] STATUS: INTRUSION_ALERT | TRUST: 19.0% | RSSI: -14.62 dB
[2026-05-06 07:12:44] STATUS: INTRUSION_ALERT | TRUST: 19.0% | RSSI: -55.58 dB
[2026-05-06 07:12:47] STATUS: INTRUSION_ALERT | TRUST: 19.0% | RSSI: -50.97 dB
[2026-05-06 07:12:50] STATUS: INTRUSION_ALERT | TRUST: 18.5% | RSSI: -37.24 dB
[2026-05-06 07:12:53] STATUS: INTRUSION_ALERT | TRUST: 21.333333333333332% | RSSI: -46.88 dB
[2026-05-06 07:12:57] STATUS: INTRUSION_ALERT | TRUST: 21.333333333333332% | RSSI: -44.96 dB
[2026-05-06 07:13:00] STATUS: INTRUSION_ALERT | TRUST: 18.5% | RSSI: -1.52 dB
[2026-05-06 07:13:03] STATUS: INTRUSION_ALERT | TRUST: 21.333333333333332% | RSSI: -38.90 dB
[2026-05-06 07:13:07] STATUS: INTRUSION_ALERT | TRUST: 21.333333333333332% | RSSI: -13.24 dB
[2026-05-06 07:13:10] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -42.27 dB
[2026-05-06 07:13:14] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -12.09 dB
[2026-05-06 07:13:17] STATUS: INTRUSION_ALERT | TRUST: 24.166666666666668% | RSSI: -39.12 dB
[2026-05-06 07:13:20] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -55.10 dB
[2026-05-06 07:13:23] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -42.52 dB
[2026-05-06 07:13:27] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -49.66 dB
[2026-05-06 07:13:30] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -47.28 dB
[2026-05-06 07:13:33] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -41.34 dB
[2026-05-06 07:13:36] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -50.07 dB
[2026-05-06 07:13:40] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -19.40 dB
[2026-05-06 07:13:43] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -45.72 dB
[2026-05-06 07:13:46] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -44.34 dB
[2026-05-06 07:13:49] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -47.60 dB
[2026-05-06 07:13:53] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -38.90 dB
[2026-05-06 07:13:56] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -5.68 dB
[2026-05-06 07:13:59] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -47.63 dB
[2026-05-06 07:14:03] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -43.57 dB
[2026-05-06 07:14:06] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -49.75 dB
[2026-05-06 07:14:09] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -50.79 dB
[2026-05-06 07:14:12] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -41.04 dB
[2026-05-06 07:14:16] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -48.41 dB
[2026-05-06 07:14:19] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -44.98 dB
[2026-05-06 07:14:22] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -45.11 dB
[2026-05-06 07:14:25] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -46.02 dB
[2026-05-06 07:14:29] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -45.57 dB
[2026-05-06 07:14:32] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -59.88 dB
[2026-05-06 07:14:36] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -39.52 dB
[2026-05-06 07:14:39] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -20.54 dB
[2026-05-06 07:14:42] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -39.89 dB
[2026-05-06 07:14:46] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -41.73 dB
[2026-05-06 07:14:49] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -47.28 dB
[2026-05-06 07:14:53] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -48.70 dB
[2026-05-06 07:14:56] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -40.28 dB
[2026-05-06 07:14:59] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -50.07 dB
[2026-05-06 07:15:03] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -17.87 dB
[2026-05-06 07:15:06] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -50.86 dB
[2026-05-06 07:15:09] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -40.64 dB
[2026-05-06 07:15:12] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -49.09 dB
[2026-05-06 07:15:16] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -20.22 dB
[2026-05-06 07:15:19] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -43.04 dB
[2026-05-06 07:15:22] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -42.37 dB
[2026-05-06 07:15:25] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -41.80 dB
[2026-05-06 07:15:29] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -45.19 dB
[2026-05-06 07:15:32] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -49.89 dB
[2026-05-06 07:15:35] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -47.95 dB
[2026-05-06 07:15:38] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -37.94 dB
[2026-05-06 07:15:42] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -41.96 dB
[2026-05-06 07:15:45] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -9.08 dB
[2026-05-06 07:15:48] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -36.34 dB
[2026-05-06 07:15:52] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -46.47 dB
[2026-05-06 07:15:55] STATUS: INTRUSION_ALERT | TRUST: 32.666666666666664% | RSSI: -53.61 dB
[2026-05-06 07:15:58] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -11.50 dB
[2026-05-06 07:16:02] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -48.98 dB
[2026-05-06 07:16:05] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -53.19 dB
[2026-05-06 07:16:08] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -48.68 dB
[2026-05-06 07:16:11] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -43.01 dB
[2026-05-06 07:16:14] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -38.59 dB
[2026-05-06 07:16:18] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -44.44 dB
[2026-05-06 07:16:21] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -45.19 dB
